Year;ISO_Code;Tariffs;Regulatory trade barriers;Black market exchange rates;Controls of the movement of capital and people;Freedom to Trade Internationally;;
2005;ECU;7,14;4,74;10,00;7,80;7,42;;
2005;EGY;4,90;5,74;10,00;4,30;6,23;;
2005;SLV;8,29;6,12;10,00;6,12;7,64;;
2005;EST;8,39;8,34;10,00;7,12;8,46;;
2005;ETH;4,97;4,54;8,00;2,41;4,98;;
2005;FJI;5,23;6,65;10,00;4,50;6,60;;
2005;FIN;8,39;8,86;10,00;6,16;8,35;;
2005;FRA;8,39;7,95;10,00;6,53;8,22;;
2005;GAB;6,17;7,20;10,00;0,00;5,84;;
2005;GMB;;;;;;;
2005;GEO;8,51;6,75;10,00;7,48;8,19;;
2005;DEU;8,39;8,39;10,00;6,16;8,24;;
2005;GHA;5,48;5,78;10,00;1,90;5,79;;
2005;GRC;8,39;7,01;10,00;5,58;7,75;;
2005;GTM;6,74;6,11;10,00;7,77;7,65;;
2005;GIN;;;;;;;
2005;GNB;8,44;6,57;10,00;0,38;6,35;;
2005;GUY;6,49;6,38;9,49;5,49;6,96;;
2005;HTI;8,81;3,42;10,00;4,55;6,69;;
2005;HND;8,52;5,76;10,00;5,89;7,54;;
2005;HKG;10,00;8,94;10,00;9,14;9,52;;
2005;HUN;8,39;7,45;10,00;6,04;7,97;;
2005;ISL;6,05;6,95;10,00;5,46;7,12;;
2005;IND;5,59;6,13;10,00;2,57;6,07;;
2005;IDN;7,93;6,30;10,00;3,70;6,98;;
2005;IRN;6,92;5,55;10,00;0,00;5,62;;
2005;IRQ;;;;;;;
2005;IRL;8,39;8,51;10,00;8,75;8,91;;
2005;ISR;7,86;7,84;10,00;8,15;8,46;;
2005;ITA;8,39;7,18;10,00;6,56;8,03;;
2005;JAM;7,50;6,45;10,00;6,97;7,73;;
2005;JPN;6,11;7,33;10,00;7,16;7,65;;
2005;JOR;6,54;6,73;10,00;8,51;7,94;;
2005;KAZ;9,49;2,42;10,00;2,56;6,12;;
2005;KEN;6,88;4,78;10,00;4,87;6,63;;
2005;KOR;5,86;7,19;10,00;5,79;7,21;;
2005;KWT;8,83;7,25;10,00;4,14;7,56;;
2005;KGZ;8,80;2,15;10,00;5,50;6,61;;
2005;LAO;;;;;;;
2005;LVA;8,39;7,46;10,00;6,73;8,15;;
2005;LBN;;;;;;;
2005;LSO;4,57;4,28;10,00;5,11;5,99;;
2005;LBR;;;;;;;
2005;LBY;;;;;;;
2005;LTU;8,39;7,37;10,00;6,20;7,99;;
2005;LUX;8,39;8,68;10,00;6,79;8,47;;
2005;MKD;9,01;5,95;10,00;4,47;7,36;;
2005;MDG;6,86;4,32;10,00;3,00;6,04;;
2005;MWI;3,97;3,92;10,00;4,39;5,57;;
2005;MYS;6,66;7,03;10,00;5,89;7,39;;
2005;MLI;7,30;3,73;10,00;3,02;6,01;;
2005;MLT;9,28;7,47;10,00;7,45;8,55;;
2005;MRT;7,50;4,00;10,00;2,42;5,98;;
2005;MUS;7,44;6,99;10,00;7,40;7,96;;
2005;MEX;7,55;7,04;10,00;4,39;7,25;;
2005;MDA;8,50;5,50;10,00;3,21;6,80;;
2005;MNG;9,18;4,62;10,00;3,41;6,80;;
2005;MNE;7,51;6,31;10,00;5,00;7,20;;
2005;MAR;4,74;5,88;9,42;5,01;6,26;;
2005;MOZ;6,75;5,10;10,00;2,53;6,10;;
2005;MMR;5,42;;0,00;0,00;1,81;;
2005;NAM;5,70;5,74;10,00;3,71;6,29;;
2005;NPL;6,14;4,58;10,00;5,77;6,62;;
2005;NLD;8,39;8,15;10,00;7,60;8,54;;
2005;NZL;8,88;8,90;10,00;7,15;8,73;;
2005;NIC;8,31;4,24;10,00;8,02;7,64;;
2005;NER;5,19;1,22;10,00;0,00;4,10;;
2005;NGA;7,04;4,80;7,86;4,11;5,95;;
2005;NOR;6,07;7,02;10,00;6,43;7,38;;
2005;OMN;7,70;6,70;10,00;7,28;7,92;;
2005;PAK;6,42;6,35;8,93;2,76;6,11;;
2005;PAN;7,95;6,97;10,00;7,48;8,10;;
2005;PNG;6,15;6,17;10,00;0,95;5,82;;
2005;PRY;7,94;5,07;10,00;6,77;7,45;;
2005;PER;8,08;5,70;10,00;8,44;8,06;;
2005;PHL;8,14;6,82;10,00;2,39;6,84;;
2005;POL;8,39;6,19;10,00;4,53;7,28;;
2005;PRT;8,39;7,80;10,00;5,72;7,98;;
2005;QAT;;;;3,40;;;
2005;ROU;7,75;6,89;10,00;6,52;7,79;;
2005;RUS;5,08;4,83;10,00;3,12;5,76;;
2005;RWA;6,30;0,13;10,00;2,67;4,78;;
2005;SAU;;;;;;;
2005;SEN;6,10;6,86;10,00;2,58;6,39;;
2005;SRB;7,75;6,83;10,00;4,08;7,17;;
2005;SYC;;;;;;;
2005;SLE;6,08;5,44;10,00;2,62;6,04;;
2005;SGP;9,99;9,08;10,00;8,40;9,37;;
2005;SVK;8,39;7,35;10,00;6,85;8,15;;
2005;SVN;8,48;7,23;10,00;5,95;7,92;;
2005;ZAF;6,84;6,07;10,00;5,25;7,04;;
2005;ESP;8,39;7,76;10,00;5,62;7,94;;
2005;LKA;6,85;5,84;10,00;5,17;6,96;;
2005;SDN;;;;;;;
2005;SUR;;;;;;;
2005;SWZ;;;;;;;
2005;SWE;8,39;8,71;10,00;5,91;8,25;;
2005;CHE;6,43;7,00;10,00;6,17;7,40;;
2005;SYR;5,44;7,14;10,00;0,50;5,77;;
2005;TWN;7,41;7,67;10,00;5,82;7,72;;
2005;TJK;;;;;;;
2005;TZA;4,94;5,60;10,00;3,93;6,12;;
2005;THA;6,84;5,89;10,00;3,00;6,43;;
2005;TLS;;;;;;;
2005;TGO;7,39;6,34;10,00;0,48;6,05;;
2005;TTO;7,83;6,53;10,00;6,60;7,74;;
2005;TUN;5,34;6,57;8,79;5,07;6,44;;
2005;TUR;6,87;6,60;10,00;6,03;7,38;;
2005;UGA;5,72;3,29;10,00;6,54;6,39;;
2005;UKR;6,75;4,84;10,00;3,22;6,20;;
2005;ARE;8,87;8,11;10,00;5,42;8,10;;
2005;GBR;8,39;8,07;10,00;8,68;8,79;;
2005;USA;8,38;8,03;10,00;5,84;8,06;;
2005;URY;7,73;6,22;10,00;7,40;7,84;;
2005;VEN;7,64;4,04;5,13;5,64;5,61;;
2005;VNM;5,80;5,53;10,00;2,05;5,84;;
2005;YEM;;;;;;;
2005;ZMB;6,97;3,40;10,00;7,06;6,86;;
2005;ZWE;3,92;3,15;0,00;2,40;2,37;;
2004;ALB;7,91;5,04;10,00;3,20;6,54;;
2004;DZA;6,10;6,36;7,93;2,89;5,82;;
2004;AGO;;;;;;;
2004;ARG;6,81;6,26;10,00;3,54;6,65;;
2004;ARM;8,96;4,93;10,00;7,40;7,82;;
2004;AUS;8,40;8,03;10,00;5,24;7,92;;
2004;AUT;9,09;8,39;10,00;7,52;8,75;;
2004;AZE;8,06;2,99;10,00;4,84;6,47;;
2004;BHS;3,70;;10,00;1,54;5,08;;
2004;BHR;9,45;7,41;10,00;6,22;8,27;;
2004;BGD;5,01;4,66;10,00;3,98;5,91;;
2004;BRD;7,05;;10,00;0,00;5,68;;
2004;BLR;;;;;;;
2004;BEL;9,09;8,05;10,00;8,12;8,81;;
2004;BLZ;6,51;;10,00;0,77;5,76;;
2004;BEN;5,87;5,14;10,00;3,36;6,09;;
2004;BTN;;;;;;;
2004;BOL;8,99;5,04;10,00;6,19;7,56;;
2004;BIH;;;;;;;
2004;BWA;6,99;5,73;10,00;7,14;7,46;;
2004;BRA;7,24;5,98;9,04;5,51;6,94;;
2004;BRN;;5,00;;;;;
2004;BGR;7,68;6,14;10,00;5,30;7,28;;
2004;BFA;;;;;;;
2004;BDI;3,56;1,79;4,88;2,31;3,14;;
2004;KHM;;;;;;;
2004;CMR;5,46;4,89;10,00;4,04;6,10;;
2004;CAN;8,79;7,87;10,00;8,08;8,68;;
2004;CPV;;;;;;;
2004;CAF;6,05;1,26;10,00;0,00;4,33;;
2004;TCD;6,41;1,98;10,00;2,79;5,30;;
2004;CHL;9,54;7,38;10,00;7,75;8,67;;
2004;CHN;7,62;6,07;10,00;3,46;6,79;;
2004;COL;7,98;4,86;8,07;3,56;6,12;;
2004;COD;7,10;2,10;10,00;2,31;5,38;;
2004;COG;7,06;2,10;10,00;0,00;4,79;;
2004;CRI;8,36;4,42;10,00;8,03;7,70;;
2004;CIV;6,09;5,55;10,00;0,00;5,41;;
2004;HRV;8,58;5,53;10,00;3,78;6,97;;
2004;CYP;9,62;7,73;10,00;6,37;8,43;;
2004;CZE;8,50;7,38;10,00;6,99;8,22;;
2004;DNK;9,09;8,68;10,00;8,09;8,97;;
2004;DOM;7,16;5,37;10,00;5,52;7,01;;
2004;ECU;7,24;4,52;10,00;6,68;7,11;;
2004;EGY;4,68;5,11;10,00;5,77;6,39;;
2004;SLV;8,18;6,42;10,00;7,37;7,99;;
2004;EST;9,70;8,84;10,00;7,45;8,99;;
2004;ETH;;;;;;;
2004;FJI;6,99;6,65;10,00;0,00;5,91;;
2004;FIN;9,09;8,79;10,00;7,42;8,82;;
2004;FRA;9,09;7,37;10,00;7,91;8,59;;
2004;GAB;6,20;;10,00;0,00;5,40;;
2004;GMB;;;;;;;
2004;GEO;8,70;4,09;10,00;7,43;7,56;;
2004;DEU;9,09;8,48;10,00;7,47;8,76;;
2004;GHA;6,63;5,02;10,00;5,39;6,76;;
2004;GRC;9,09;7,20;10,00;7,42;8,43;;
2004;GTM;8,22;4,99;10,00;6,99;7,55;;
2004;GIN;;;;;;;
2004;GNB;7,19;;10,00;0,77;5,99;;
2004;GUY;6,72;6,43;9,49;6,69;7,33;;
2004;HTI;8,00;3,75;10,00;7,35;7,27;;
2004;HND;8,52;5,57;10,00;5,19;7,32;;
2004;HKG;10,00;8,22;10,00;8,77;9,25;;
2004;HUN;7,78;7,87;10,00;8,08;8,44;;
2004;ISL;8,48;7,29;10,00;4,67;7,61;;
2004;IND;5,40;5,27;10,00;3,72;6,10;;
2004;IDN;7,93;6,01;10,00;3,98;6,98;;
2004;IRN;7,24;5,55;10,00;0,00;5,70;;
2004;IRQ;;;;;;;
2004;IRL;9,09;8,31;10,00;8,70;9,03;;
2004;ISR;9,44;7,73;10,00;8,02;8,80;;
2004;ITA;9,09;7,41;10,00;7,00;8,38;;
2004;JAM;7,27;6,67;10,00;6,54;7,62;;
2004;JPN;8,47;7,21;10,00;7,32;8,25;;
2004;JOR;6,33;5,88;10,00;7,90;7,53;;
2004;KAZ;;;;;;;
2004;KEN;6,22;3,60;10,00;5,83;6,41;;
2004;KOR;8,38;7,41;10,00;4,10;7,47;;
2004;KWT;9,34;7,06;10,00;4,20;7,65;;
2004;KGZ;;;;;;;
2004;LAO;;;;;;;
2004;LVA;8,76;7,33;10,00;7,05;8,28;;
2004;LBN;;;;;;;
2004;LSO;;;;;;;
2004;LBR;;;;;;;
2004;LBY;;;;;;;
2004;LTU;8,68;7,41;10,00;6,54;8,16;;
2004;LUX;9,09;9,11;10,00;9,16;9,34;;
2004;MKD;6,66;5,66;10,00;2,91;6,31;;
2004;MDG;7,21;4,25;10,00;4,63;6,52;;
2004;MWI;5,90;4,15;10,00;4,00;6,01;;
2004;MYS;6,03;7,17;10,00;4,08;6,82;;
2004;MLI;7,30;4,10;10,00;3,29;6,17;;
2004;MLT;8,98;7,78;10,00;6,92;8,42;;
2004;MRT;;;;;;;
2004;MUS;4,21;5,91;10,00;6,52;6,66;;
2004;MEX;7,58;6,87;10,00;4,37;7,20;;
2004;MDA;;;;;;;
2004;MNG;9,01;2,92;10,00;4,21;6,54;;
2004;MNE;;;;;;;
2004;MAR;4,42;5,49;9,42;3,83;5,79;;
2004;MOZ;6,47;5,29;10,00;3,19;6,24;;
2004;MMR;4,56;;0,00;0,00;1,52;;
2004;NAM;6,49;6,19;10,00;3,00;6,42;;
2004;NPL;5,83;4,37;10,00;1,82;5,51;;
2004;NLD;9,09;8,23;10,00;8,53;8,96;;
2004;NZL;8,78;8,76;10,00;8,38;8,98;;
2004;NIC;8,63;4,14;10,00;6,98;7,44;;
2004;NER;7,38;1,22;10,00;0,00;4,65;;
2004;NGA;4,40;3,98;7,86;6,12;5,59;;
2004;NOR;7,93;7,02;10,00;6,79;7,94;;
2004;OMN;9,12;6,70;10,00;6,67;8,12;;
2004;PAK;5,24;5,11;8,93;4,17;5,86;;
2004;PAN;8,16;7,31;10,00;7,73;8,30;;
2004;PNG;5,98;6,17;10,00;0,00;5,54;;
2004;PRY;7,98;5,14;10,00;7,16;7,57;;
2004;PER;8,40;5,78;10,00;7,66;7,96;;
2004;PHL;8,20;6,96;10,00;2,88;7,01;;
2004;POL;8,44;6,70;10,00;4,17;7,33;;
2004;PRT;9,09;7,87;10,00;6,72;8,42;;
2004;QAT;;;;;;;
2004;ROU;6,86;5,82;10,00;5,95;7,16;;
2004;RUS;6,61;4,80;10,00;4,11;6,38;;
2004;RWA;7,65;0,00;10,00;3,85;5,37;;
2004;SAU;;;;;;;
2004;SEN;6,14;5,60;10,00;4,20;6,49;;
2004;SRB;;;;;;;
2004;SYC;;;;;;;
2004;SLE;3,32;5,44;10,00;3,85;5,65;;
2004;SGP;10,00;9,15;10,00;7,54;9,17;;
2004;SVK;9,62;7,36;10,00;8,26;8,81;;
2004;SVN;8,89;7,35;10,00;5,85;8,02;;
2004;ZAF;7,49;5,75;10,00;4,20;6,86;;
2004;ESP;9,09;7,65;10,00;8,03;8,69;;
2004;LKA;7,45;5,57;10,00;3,60;6,66;;
2004;SDN;;;;;;;
2004;SUR;;;;;;;
2004;SWZ;;;;;;;
2004;SWE;9,09;8,53;10,00;6,78;8,60;;
2004;CHE;9,72;6,65;10,00;8,05;8,61;;
2004;SYR;5,17;2,12;10,00;1,00;4,57;;
2004;TWN;8,34;7,74;10,00;7,55;8,41;;
2004;TJK;;;;;;;
2004;TZA;5,30;4,54;10,00;3,21;5,76;;
2004;THA;6,94;6,27;10,00;4,01;6,81;;
2004;TLS;;;;;;;
2004;TGO;7,28;4,63;10,00;0,00;5,48;;
2004;TTO;7,58;6,30;10,00;7,03;7,73;;
2004;TUN;6,14;6,31;8,79;3,86;6,27;;
2004;TUR;7,78;6,61;10,00;4,18;7,14;;
2004;UGA;6,90;3,61;10,00;7,97;7,12;;
2004;UKR;7,68;4,91;10,00;2,45;6,26;;
2004;ARE;9,60;8,52;10,00;5,72;8,46;;
2004;GBR;9,09;7,80;10,00;8,62;8,88;;
2004;USA;8,13;8,26;10,00;7,52;8,48;;
2004;URY;7,69;5,97;10,00;7,42;7,77;;
2004;VEN;7,94;4,65;5,13;5,51;5,81;;
2004;VNM;6,01;5,38;10,00;2,44;5,96;;
2004;YEM;;;;;;;
2004;ZMB;7,38;3,36;10,00;9,31;7,51;;
2004;ZWE;4,83;2,79;0,00;2,38;2,50;;
2003;ALB;7,85;;10,00;0,77;6,21;;
2003;DZA;5,89;5,83;8,06;2,67;5,61;;
2003;AGO;;;;;;;
2003;ARG;6,46;5,58;10,00;5,59;6,91;;
2003;ARM;;;;;;;
2003;AUS;8,35;8,67;10,00;5,15;8,04;;
2003;AUT;9,13;8,83;10,00;7,29;8,81;;
2003;AZE;;;;;;;
2003;BHS;3,18;;10,00;0,77;4,65;;
2003;BHR;9,38;8,58;10,00;6,79;8,69;;
2003;BGD;4,92;5,83;10,00;3,72;6,12;;
2003;BRD;7,10;;10,00;0,00;5,70;;
2003;BLR;;;;;;;
2003;BEL;9,02;8,67;10,00;8,31;9,00;;
2003;BLZ;6,51;;10,00;0,77;5,76;;
2003;BEN;5,95;;10,00;0,00;5,32;;
2003;BTN;;;;;;;
2003;BOL;8,85;5,83;10,00;6,29;7,74;;
2003;BIH;;;;;;;
2003;BWA;6,99;7,08;10,00;6,88;7,74;;
2003;BRA;7,12;5,50;9,16;5,64;6,86;;
2003;BRN;;;;;;;
2003;BGR;7,45;6,42;10,00;5,44;7,33;;
2003;BFA;;;;;;;
2003;BDI;3,56;;4,53;2,31;3,47;;
2003;KHM;;;;;;;
2003;CMR;5,46;3,17;10,00;3,88;5,63;;
2003;CAN;8,77;8,17;10,00;8,06;8,75;;
2003;CPV;;;;;;;
2003;CAF;5,51;;10,00;0,00;5,17;;
2003;TCD;6,41;4,17;10,00;2,67;5,81;;
2003;CHL;9,40;9,08;10,00;6,86;8,84;;
2003;CHN;7,26;6,42;10,00;3,38;6,77;;
2003;COL;7,90;6,42;8,55;4,10;6,74;;
2003;COD;7,10;;10,00;3,08;6,72;;
2003;COG;7,10;;10,00;0,00;5,70;;
2003;CRI;8,32;6,83;10,00;8,83;8,50;;
2003;CIV;6,01;;10,00;0,00;5,34;;
2003;HRV;8,02;7,00;10,00;3,44;7,11;;
2003;CYP;8,18;8,08;10,00;2,42;7,17;;
2003;CZE;8,30;7,33;10,00;6,66;8,07;;
2003;DNK;9,13;9,00;10,00;8,31;9,11;;
2003;DOM;7,52;5,08;10,00;5,84;7,11;;
2003;ECU;7,17;5,42;10,00;6,10;7,17;;
2003;EGY;4,46;5,33;5,20;5,61;5,15;;
2003;SLV;8,00;7,58;10,00;7,35;8,23;;
2003;EST;9,72;8,50;10,00;7,29;8,88;;
2003;ETH;;;;;;;
2003;FJI;6,82;;10,00;0,00;5,61;;
2003;FIN;9,13;9,33;10,00;7,24;8,93;;
2003;FRA;9,13;8,00;10,00;7,90;8,76;;
2003;GAB;6,20;;10,00;0,00;5,40;;
2003;GMB;;;;;;;
2003;GEO;9,03;5,50;10,00;7,25;7,95;;
2003;DEU;9,13;8,75;10,00;8,70;9,14;;
2003;GHA;6,47;6,92;10,00;5,24;7,16;;
2003;GRC;9,13;8,33;10,00;7,26;8,68;;
2003;GTM;7,99;6,00;10,00;6,93;7,73;;
2003;GIN;;;;;;;
2003;GNB;7,22;;10,00;0,77;6,00;;
2003;GUY;6,72;;10,00;6,92;7,88;;
2003;HTI;8,00;5,08;10,00;6,50;7,40;;
2003;HND;8,33;6,75;10,00;4,92;7,50;;
2003;HKG;10,00;9,42;10,00;8,81;9,56;;
2003;HUN;7,32;7,58;10,00;8,23;8,28;;
2003;ISL;8,48;8,92;10,00;4,76;8,04;;
2003;IND;4,99;7,00;10,00;3,58;6,39;;
2003;IDN;7,90;6,67;10,00;3,60;7,04;;
2003;IRN;8,27;;7,39;0,00;5,22;;
2003;IRQ;;;;;;;
2003;IRL;9,13;8,42;10,00;8,40;8,99;;
2003;ISR;9,69;8,33;10,00;8,31;9,08;;
2003;ITA;9,13;7,67;10,00;6,90;8,42;;
2003;JAM;7,24;5,67;10,00;6,36;7,32;;
2003;JPN;8,47;7,58;10,00;7,40;8,36;;
2003;JOR;6,30;7,25;10,00;7,43;7,75;;
2003;KAZ;;;;;;;
2003;KEN;6,64;5,50;10,00;6,19;7,08;;
2003;KOR;8,31;7,17;10,00;3,94;7,35;;
2003;KWT;9,38;;10,00;4,61;8,00;;
2003;KGZ;;;;;;;
2003;LAO;;;;;;;
2003;LVA;8,68;7,08;10,00;6,96;8,18;;
2003;LBN;;;;;;;
2003;LSO;;;;;;;
2003;LBR;;;;;;;
2003;LBY;;;;;;;
2003;LTU;8,73;7,42;10,00;6,49;8,16;;
2003;LUX;9,13;9,17;10,00;8,86;9,29;;
2003;MKD;6,66;5,92;10,00;4,34;6,73;;
2003;MDG;6,43;5,42;10,00;4,75;6,65;;
2003;MWI;5,90;6,08;10,00;4,00;6,50;;
2003;MYS;6,03;7,25;10,00;3,88;6,79;;
2003;MLI;7,42;5,83;10,00;3,25;6,63;;
2003;MLT;8,53;7,50;10,00;3,63;7,42;;
2003;MRT;;;;;;;
2003;MUS;4,27;6,25;10,00;6,46;6,74;;
2003;MEX;7,47;7,25;10,00;4,65;7,34;;
2003;MDA;;;;;;;
2003;MNG;;;;;;;
2003;MNE;;;;;;;
2003;MAR;4,36;6,42;7,93;4,35;5,77;;
2003;MOZ;6,47;4,83;10,00;3,25;6,14;;
2003;MMR;4,52;;0,00;0,00;1,51;;
2003;NAM;6,49;7,08;10,00;3,33;6,73;;
2003;NPL;5,89;;10,00;1,82;5,90;;
2003;NLD;9,13;8,83;10,00;8,53;9,12;;
2003;NZL;8,72;9,17;10,00;8,31;9,05;;
2003;NIC;8,62;5,92;10,00;7,26;7,95;;
2003;NER;7,21;;10,00;0,00;5,74;;
2003;NGA;4,40;4,92;8,57;6,11;6,00;;
2003;NOR;7,93;8,58;10,00;6,49;8,25;;
2003;OMN;9,12;;10,00;6,67;8,60;;
2003;PAK;5,35;6,33;8,32;3,80;5,95;;
2003;PAN;8,16;6,83;10,00;8,75;8,44;;
2003;PNG;5,98;;10,00;0,00;5,33;;
2003;PRY;7,76;6,25;10,00;7,53;7,89;;
2003;PER;8,06;7,08;10,00;7,65;8,20;;
2003;PHL;8,21;5,67;10,00;3,05;6,73;;
2003;POL;8,20;6,33;10,00;4,15;7,17;;
2003;PRT;9,13;8,83;10,00;6,74;8,68;;
2003;QAT;;;;;;;
2003;ROU;7,00;5,75;10,00;5,99;7,19;;
2003;RUS;7,30;5,58;10,00;4,04;6,73;;
2003;RWA;7,65;;10,00;2,31;6,65;;
2003;SAU;;;;;;;
2003;SEN;6,11;5,08;10,00;3,50;6,17;;
2003;SRB;;;;;;;
2003;SYC;;;;;;;
2003;SLE;3,55;;10,00;3,85;5,80;;
2003;SGP;10,00;9,33;10,00;7,24;9,14;;
2003;SVK;7,61;7,67;10,00;8,01;8,32;;
2003;SVN;8,65;8,17;10,00;4,72;7,89;;
2003;ZAF;7,61;7,67;10,00;4,30;7,39;;
2003;ESP;9,13;8,25;10,00;8,06;8,86;;
2003;LKA;7,56;7,00;10,00;3,50;7,01;;
2003;SDN;;;;;;;
2003;SUR;;;;;;;
2003;SWZ;;;;;;;
2003;SWE;9,13;9,33;10,00;6,69;8,79;;
2003;CHE;9,72;8,17;10,00;8,06;8,99;;
2003;SYR;5,17;;5,30;0,00;3,49;;
2003;TWN;8,30;8,17;10,00;7,17;8,41;;
2003;TJK;;;;;;;
2003;TZA;5,30;5,67;10,00;3,33;6,07;;
2003;THA;6,87;6,67;10,00;3,27;6,70;;
2003;TLS;;;;;;;
2003;TGO;7,21;;10,00;0,00;5,74;;
2003;TTO;7,58;6,83;10,00;6,79;7,80;;
2003;TUN;5,76;6,75;7,78;4,05;6,08;;
2003;TUR;7,78;6,92;10,00;3,99;7,17;;
2003;UGA;6,63;5,50;10,00;8,23;7,59;;
2003;UKR;7,70;5,58;10,00;2,47;6,44;;
2003;ARE;9,60;9,08;10,00;5,49;8,54;;
2003;GBR;9,13;9,00;10,00;8,73;9,22;;
2003;USA;8,06;8,17;10,00;7,46;8,42;;
2003;URY;7,47;6,42;10,00;7,56;7,86;;
2003;VEN;7,94;4,58;0,00;5,53;4,51;;
2003;VNM;5,92;5,83;10,00;2,33;6,02;;
2003;YEM;;;;;;;
2003;ZMB;7,22;5,83;10,00;8,53;7,90;;
2003;ZWE;4,83;5,08;0,00;2,25;3,04;;
2002;ALB;7,82;;10,00;0,77;6,19;;
2002;DZA;5,16;5,75;8,06;2,83;5,45;;
2002;AGO;;;;;;;
2002;ARG;7,01;5,83;10,00;5,21;7,01;;
2002;ARM;;;;;;;
2002;AUS;8,37;8,75;10,00;4,82;7,98;;
2002;AUT;8,97;8,75;10,00;7,29;8,75;;
2002;AZE;;;;;;;
2002;BHS;3,27;;10,00;0,77;4,68;;
2002;BHR;9,34;9,50;10,00;6,92;8,94;;
2002;BGD;4,56;5,92;10,00;3,72;6,05;;
2002;BRD;6,20;;10,00;0,00;5,40;;
2002;BLR;;;;;;;
2002;BEL;8,97;8,83;10,00;8,06;8,97;;
2002;BLZ;5,61;;10,00;0,77;5,46;;
2002;BEN;6,05;;10,00;0,00;5,35;;
2002;BTN;;;;;;;
2002;BOL;8,77;5,83;10,00;6,29;7,72;;
2002;BIH;;;;;;;
2002;BWA;6,99;7,67;10,00;7,21;7,97;;
2002;BRA;7,12;6,00;9,16;5,89;7,04;;
2002;BRN;;;;;;;
2002;BGR;7,41;6,42;10,00;3,19;6,75;;
2002;BFA;;;;;;;
2002;BDI;3,56;;4,53;2,31;3,47;;
2002;KHM;;;;;;;
2002;CMR;5,46;3,17;10,00;3,88;5,63;;
2002;CAN;8,69;8,25;10,00;7,65;8,65;;
2002;CPV;;;;;;;
2002;CAF;5,51;;10,00;0,00;5,17;;
2002;TCD;6,41;3,83;10,00;2,33;5,64;;
2002;CHL;9,22;9,08;10,00;6,69;8,75;;
2002;CHN;7,26;6,50;10,00;3,30;6,77;;
2002;COL;7,76;6,42;8,55;2,92;6,41;;
2002;COD;6,81;;10,00;3,08;6,63;;
2002;COG;7,03;;10,00;0,00;5,68;;
2002;CRI;8,32;6,50;10,00;8,67;8,37;;
2002;CIV;6,12;;10,00;0,00;5,37;;
2002;HRV;7,97;6,83;10,00;2,88;6,92;;
2002;CYP;8,11;9,00;10,00;0,00;6,78;;
2002;CZE;8,26;7,67;10,00;6,74;8,17;;
2002;DNK;8,97;9,25;10,00;8,06;9,07;;
2002;DOM;6,79;5,92;10,00;5,76;7,12;;
2002;ECU;7,17;5,58;10,00;5,58;7,08;;
2002;EGY;4,36;5,75;5,20;5,78;5,27;;
2002;SLV;8,02;7,50;10,00;7,35;8,22;;
2002;EST;9,75;8,50;10,00;6,83;8,77;;
2002;ETH;;;;;;;
2002;FJI;6,82;;10,00;0,00;5,61;;
2002;FIN;8,97;9,50;10,00;7,24;8,93;;
2002;FRA;8,97;8,33;10,00;8,06;8,84;;
2002;GAB;6,20;;10,00;0,00;5,40;;
2002;GMB;;;;;;;
2002;GEO;;7,00;;;;;
2002;DEU;8,97;8,83;10,00;8,62;9,11;;
2002;GHA;5,88;6,42;10,00;4,82;6,78;;
2002;GRC;8,97;8,08;10,00;7,26;8,58;;
2002;GTM;7,98;6,17;10,00;6,43;7,65;;
2002;GIN;;;;;;;
2002;GNB;7,22;;10,00;0,77;6,00;;
2002;GUY;6,70;;10,00;6,92;7,87;;
2002;HTI;8,00;5,08;10,00;2,33;6,35;;
2002;HND;7,92;6,33;10,00;4,84;7,27;;
2002;HKG;10,00;9,25;10,00;8,65;9,47;;
2002;HUN;7,28;7,92;10,00;8,15;8,34;;
2002;ISL;8,48;8,50;10,00;4,42;7,85;;
2002;IND;4,92;6,67;10,00;3,58;6,29;;
2002;IDN;7,94;6,17;10,00;3,19;6,82;;
2002;IRN;8,28;;7,39;0,00;5,22;;
2002;IRQ;;;;;;;
2002;IRL;8,97;8,50;10,00;8,65;9,03;;
2002;ISR;9,68;8,33;10,00;8,06;9,02;;
2002;ITA;8,97;7,92;10,00;7,31;8,55;;
2002;JAM;7,33;5,92;10,00;6,91;7,54;;
2002;JPN;8,47;7,00;10,00;6,60;8,02;;
2002;JOR;6,10;7,42;10,00;7,35;7,72;;
2002;KAZ;;;;;;;
2002;KEN;5,79;5,67;10,00;6,19;6,91;;
2002;KOR;8,28;7,42;10,00;3,94;7,41;;
2002;KWT;9,35;;10,00;4,61;7,99;;
2002;KGZ;;;;;;;
2002;LAO;;;;;;;
2002;LVA;8,63;7,25;10,00;6,96;8,21;;
2002;LBN;;;;;;;
2002;LSO;;;;;;;
2002;LBR;;;;;;;
2002;LBY;;;;;;;
2002;LTU;8,72;7,33;10,00;6,71;8,19;;
2002;LUX;8,97;9,00;10,00;8,95;9,23;;
2002;MKD;;7,50;;;;;
2002;MDG;6,48;5,25;10,00;4,58;6,58;;
2002;MWI;5,90;6,58;10,00;4,29;6,69;;
2002;MYS;6,03;7,67;10,00;3,55;6,81;;
2002;MLI;7,57;5,08;10,00;3,42;6,52;;
2002;MLT;8,49;7,83;10,00;4,05;7,59;;
2002;MRT;;;;;;;
2002;MUS;4,29;6,67;10,00;6,13;6,77;;
